r,fk,v2,phi,slack_float,slack_upper
7903,3663,1,-0.817304190362,-1.0000002876875413E-06,-9.999995234100112E-07
7915,3681,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
7939,3717,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
7943,3723,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
7955,3741,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
7971,3765,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
7975,3771,1,0.686901655568,-1.0000002876875413E-06,-9.999995234100112E-07
7979,3777,1,1.703847749777,-1.0000002876875413E-06,-9.999995234100112E-07
8027,3849,1,0.7717548371,-1.0000002876875413E-06,-9.999995234100112E-07
2431,3647,1,0.03930382827,-1.0000002876528469E-06,-9.999995233753167E-07
5279,7919,1,0.07860765654,-1.000000287645908E-06,-9.999995233683778E-07
167,251,1,-0.493505276713,-1.0000002876320302E-06,-9.999995233545E-07
311,467,1,0.320676151153,-1.0000002876320302E-06,-9.999995233545E-07
467,701,1,-0.290740610371,-1.0000002876320302E-06,-9.999995233545E-07
559,839,1,-0.372471029407,-1.0000002876320302E-06,-9.999995233545E-07
1435,2153,1,-0.330044438641,-1.0000002876320302E-06,-9.999995233545E-07
1591,2387,1,0.320676151153,-1.0000002876320302E-06,-9.999995233545E-07
2095,3143,1,-0.251436782101,-1.0000002876320302E-06,-9.999995233545E-07
2315,3473,1,-0.251436782101,-1.0000002876320302E-06,-9.999995233545E-07
2335,3503,1,0.363102741919,-1.0000002876320302E-06,-9.999995233545E-07
2347,3521,1,-0.251436782101,-1.0000002876320302E-06,-9.999995233545E-07
2387,3581,1,-0.290740610371,-1.0000002876320302E-06,-9.999995233545E-07
2543,3815,1,-0.411774857677,-1.0000002876320302E-06,-9.999995233545E-07
2551,3827,1,-0.493505276713,-1.0000002876320302E-06,-9.999995233545E-07
2895,4343,1,-0.290740610371,-1.0000002876320302E-06,-9.999995233545E-07
3043,4565,1,-0.333167201137,-1.0000002876320302E-06,-9.999995233545E-07
3131,4697,1,-0.333167201137,-1.0000002876320302E-06,-9.999995233545E-07
3615,5423,1,0.320676151153,-1.0000002876320302E-06,-9.999995233545E-07
4243,6365,1,-0.454201448443,-1.0000002876320302E-06,-9.999995233545E-07
4471,6707,1,-0.454201448443,-1.0000002876320302E-06,-9.999995233545E-07
4699,7049,1,-0.411774857677,-1.0000002876320302E-06,-9.999995233545E-07
4767,7151,1,-0.493505276713,-1.0000002876320302E-06,-9.999995233545E-07
4771,7157,1,0.320676151153,-1.0000002876320302E-06,-9.999995233545E-07
4815,7223,1,0.441710398459,-1.0000002876320302E-06,-9.999995233545E-07
4851,7277,1,0.402406570189,-1.0000002876320302E-06,-9.999995233545E-07
4859,7289,1,-0.042426590766,-1.0000002876320302E-06,-9.999995233545E-07
4935,7403,1,-0.493505276713,-1.0000002876320302E-06,-9.999995233545E-07
5375,8063,1,-0.411774857677,-1.0000002876320302E-06,-9.999995233545E-07
5423,8135,1,-0.290740610371,-1.0000002876320302E-06,-9.999995233545E-07
5695,351,1,0.402406570189,-1.0000002876320302E-06,-9.999995233545E-07
5999,807,1,0.444833160955,-1.0000002876320302E-06,-9.999995233545E-07
6083,933,1,-0.372471029407,-1.0000002876320302E-06,-9.999995233545E-07
6087,939,1,-0.372471029407,-1.0000002876320302E-06,-9.999995233545E-07
6207,1119,1,-0.454201448443,-1.0000002876320302E-06,-9.999995233545E-07
6291,1245,1,-0.454201448443,-1.0000002876320302E-06,-9.999995233545E-07
6619,1737,1,0.441710398459,-1.0000002876320302E-06,-9.999995233545E-07
6635,1761,1,0.441710398459,-1.0000002876320302E-06,-9.999995233545E-07
7295,2751,1,0.402406570189,-1.0000002876320302E-06,-9.999995233545E-07
7375,2871,1,-0.411774857677,-1.0000002876320302E-06,-9.999995233545E-07
7391,2895,1,0.320676151153,-1.0000002876320302E-06,-9.999995233545E-07
7527,3099,1,-0.372471029407,-1.0000002876320302E-06,-9.999995233545E-07
7675,3321,1,-0.290740610371,-1.0000002876320302E-06,-9.999995233545E-07
7707,3369,1,-0.330044438641,-1.0000002876320302E-06,-9.999995233545E-07
7755,3441,1,-0.251436782101,-1.0000002876320302E-06,-9.999995233545E-07
7767,3459,1,-0.251436782101,-1.0000002876320302E-06,-9.999995233545E-07
7935,3711,1,0.363102741919,-1.0000002876320302E-06,-9.999995233545E-07
5915,681,1,-0.003122762496,-1.000000287624224E-06,-9.999995233466938E-07
2267,3401,1,0.036181065774,-1.0000002876181524E-06,-9.999995233406223E-07
3071,4607,1,0.036181065774,-1.0000002876181524E-06,-9.999995233406223E-07
8039,3867,1,0.036181065774,-1.0000002876181524E-06,-9.999995233406223E-07
743,1115,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
2463,3695,1,-0.084853181532,-1.0000002876042746E-06,-9.999995233267445E-07
2887,4331,1,0.242068494613,-1.0000002876042746E-06,-9.999995233267445E-07
3555,5333,1,0.114788722314,-1.0000002876042746E-06,-9.999995233267445E-07
3587,5381,1,0.114788722314,-1.0000002876042746E-06,-9.999995233267445E-07
3771,5657,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
4055,6083,1,0.238945732117,-1.0000002876042746E-06,-9.999995233267445E-07
4303,6455,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
4375,6563,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
5167,7751,1,0.242068494613,-1.0000002876042746E-06,-9.999995233267445E-07
5875,621,1,0.238945732117,-1.0000002876042746E-06,-9.999995233267445E-07
6123,993,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
6195,1101,1,0.075484894044,-1.0000002876042746E-06,-9.999995233267445E-07
6427,1449,1,-0.124157009802,-1.0000002876042746E-06,-9.999995233267445E-07
4575,6863,1,-0.045549353262,-1.0000002875973357E-06,-9.999995233198056E-07
5659,297,1,-0.045549353262,-1.0000002875973357E-06,-9.999995233198056E-07
6395,1401,1,-0.045549353262,-1.0000002875973357E-06,-9.999995233198056E-07
991,1487,1,-0.006245524992,-1.0000002875886621E-06,-9.99999523311132E-07
4623,6935,1,-0.006245524992,-1.0000002875886621E-06,-9.99999523311132E-07
6435,1461,1,-0.006245524992,-1.0000002875886621E-06,-9.99999523311132E-07
6443,1473,1,-0.006245524992,-1.0000002875886621E-06,-9.99999523311132E-07
6447,1479,1,-0.006245524992,-1.0000002875886621E-06,-9.99999523311132E-07
4739,7109,1,0.033058303278,-1.000000287583458E-06,-9.999995233059278E-07
4819,7229,1,0.033058303278,-1.000000287583458E-06,-9.999995233059278E-07
4875,7313,1,0.033058303278,-1.000000287583458E-06,-9.999995233059278E-07
263,395,1,-0.127279772298,-1.000000287576519E-06,-9.999995232989889E-07
527,791,1,-0.820426952858,-1.000000287576519E-06,-9.999995232989889E-07
839,1259,1,-0.983887790931,-1.000000287576519E-06,-9.999995232989889E-07
939,1409,1,-0.983887790931,-1.000000287576519E-06,-9.999995232989889E-07
1343,2015,1,-0.127279772298,-1.000000287576519E-06,-9.999995232989889E-07
1511,2267,1,0.647597827298,-1.000000287576519E-06,-9.999995232989889E-07
1543,2315,1,0.359979979423,-1.000000287576519E-06,-9.999995232989889E-07
1615,2423,1,-0.859730781128,-1.000000287576519E-06,-9.999995232989889E-07
1763,2645,1,0.807935902874,-1.000000287576519E-06,-9.999995232989889E-07
1807,2711,1,0.807935902874,-1.000000287576519E-06,-9.999995232989889E-07
2019,3029,1,0.278249560387,-1.000000287576519E-06,-9.999995232989889E-07
2047,3071,1,0.647597827298,-1.000000287576519E-06,-9.999995232989889E-07
2087,3131,1,0.278249560387,-1.000000287576519E-06,-9.999995232989889E-07
2491,3737,1,-0.820426952858,-1.000000287576519E-06,-9.999995232989889E-07
2527,3791,1,-0.859730781128,-1.000000287576519E-06,-9.999995232989889E-07
2595,3893,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
2603,3905,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
2619,3929,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
2643,3965,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
3099,4649,1,-0.983887790931,-1.000000287576519E-06,-9.999995232989889E-07
3239,4859,1,0.568990170758,-1.000000287576519E-06,-9.999995232989889E-07
3435,5153,1,-0.980765028435,-1.000000287576519E-06,-9.999995232989889E-07
3519,5279,1,0.690024418064,-1.000000287576519E-06,-9.999995232989889E-07
3943,5915,1,0.608293999028,-1.000000287576519E-06,-9.999995232989889E-07
4067,6101,1,-0.414897620173,-1.000000287576519E-06,-9.999995232989889E-07
4115,6173,1,-0.414897620173,-1.000000287576519E-06,-9.999995232989889E-07
4123,6185,1,-0.983887790931,-1.000000287576519E-06,-9.999995232989889E-07
4127,6191,1,-0.820426952858,-1.000000287576519E-06,-9.999995232989889E-07
4843,7265,1,-0.820426952858,-1.000000287576519E-06,-9.999995232989889E-07
5255,7883,1,-0.859730781128,-1.000000287576519E-06,-9.999995232989889E-07
5359,8039,1,0.647597827298,-1.000000287576519E-06,-9.999995232989889E-07
5459,8189,1,-0.127279772298,-1.000000287576519E-06,-9.999995232989889E-07
5487,39,1,-0.980765028435,-1.000000287576519E-06,-9.999995232989889E-07
5535,111,1,0.729328246334,-1.000000287576519E-06,-9.999995232989889E-07
5567,159,1,-0.859730781128,-1.000000287576519E-06,-9.999995232989889E-07
5827,549,1,0.768632074604,-1.000000287576519E-06,-9.999995232989889E-07
6987,2289,1,0.359979979423,-1.000000287576519E-06,-9.999995232989889E-07
7003,2313,1,0.359979979423,-1.000000287576519E-06,-9.999995232989889E-07
7039,2367,1,-0.820426952858,-1.000000287576519E-06,-9.999995232989889E-07
7243,2673,1,0.807935902874,-1.000000287576519E-06,-9.999995232989889E-07
7255,2691,1,0.807935902874,-1.000000287576519E-06,-9.999995232989889E-07
7323,2793,1,0.278249560387,-1.000000287576519E-06,-9.999995232989889E-07
7499,3057,1,0.278249560387,-1.000000287576519E-06,-9.999995232989889E-07
7547,3129,1,0.278249560387,-1.000000287576519E-06,-9.999995232989889E-07
7815,3531,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
8067,3909,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
8071,3915,1,-0.781123124588,-1.000000287576519E-06,-9.999995232989889E-07
1303,1955,1,-0.087975944028,-1.0000002875626413E-06,-9.99999523285111E-07
1311,1967,1,-0.087975944028,-1.0000002875626413E-06,-9.99999523285111E-07
6755,1941,1,-0.087975944028,-1.0000002875626413E-06,-9.99999523285111E-07
7,11,1,-1.101799275741,-1.0000002874654967E-06,-9.999995231879666E-07
11,17,1,-1.713216037265,-1.0000002874654967E-06,-9.999995231879666E-07
15,23,1,-1.794946456301,-1.0000002874654967E-06,-9.999995231879666E-07
19,29,1,-1.876676875337,-1.0000002874654967E-06,-9.999995231879666E-07
35,53,1,-3.017779979348,-1.0000002874654967E-06,-9.999995231879666E-07
43,65,1,-2.121868132446,-1.0000002874654967E-06,-9.999995231879666E-07
47,71,1,3.825715882223,-1.0000002874654967E-06,-9.999995231879666E-07
51,77,1,-2.651554474933,-1.0000002874654967E-06,-9.999995231879666E-07
55,83,1,4.273671805674,-1.000000287909586E-06,-9.999995231879666E-07
59,89,1,-2.203598551482,-1.0000002874654967E-06,-9.999995231879666E-07
71,107,1,3.214299120699,-1.0000002874654967E-06,-9.999995231879666E-07
75,113,1,-3.710927159908,-1.0000002874654967E-06,-9.999995231879666E-07
79,119,1,-2.285328970518,-1.0000002874654967E-06,-9.999995231879666E-07
83,125,1,3.66225504415,-1.0000002874654967E-06,-9.999995231879666E-07
87,131,1,-2.815015313006,-1.0000002874654967E-06,-9.999995231879666E-07
91,137,1,2.154926435724,-1.0000002874654967E-06,-9.999995231879666E-07
95,143,1,3.132568701663,-1.0000002874654967E-06,-9.999995231879666E-07
99,149,1,-3.344701655493,-1.0000002874654967E-06,-9.999995231879666E-07
107,161,1,2.602882359175,-1.0000002874654967E-06,-9.999995231879666E-07
115,173,1,-2.896745732042,-1.0000002874654967E-06,-9.999995231879666E-07
119,179,1,-2.896745732042,-1.0000002874654967E-06,-9.999995231879666E-07
123,185,1,-1.919103466103,-1.0000002874654967E-06,-9.999995231879666E-07
127,191,1,-1.919103466103,-1.0000002874654967E-06,-9.999995231879666E-07
135,203,1,-2.448789808591,-1.0000002874654967E-06,-9.999995231879666E-07
139,209,1,-2.448789808591,-1.0000002874654967E-06,-9.999995231879666E-07
143,215,1,2.521151940139,-1.0000002874654967E-06,-9.999995231879666E-07
147,221,1,3.498794206078,-1.0000002874654967E-06,-9.999995231879666E-07
151,227,1,-4.404074340468,-1.000000287909586E-06,-9.999995231879666E-07
159,239,1,-1.471147542652,-1.0000002874654967E-06,-9.999995231879666E-07
163,245,1,-3.956118417017,-1.000000287909586E-06,-9.999995231879666E-07
171,257,1,3.946750129529,-1.0000002874654967E-06,-9.999995231879666E-07
183,275,1,1.461779255164,-1.0000002874654967E-06,-9.999995231879666E-07
187,281,1,-2.530520227627,-1.0000002874654967E-06,-9.999995231879666E-07
191,287,1,-2.530520227627,-1.0000002874654967E-06,-9.999995231879666E-07
219,329,1,-2.082564304176,-1.0000002874654967E-06,-9.999995231879666E-07
231,347,1,3.865019710493,-1.0000002874654967E-06,-9.999995231879666E-07
235,353,1,3.865019710493,-1.0000002874654967E-06,-9.999995231879666E-07
239,359,1,-2.082564304176,-1.0000002874654967E-06,-9.999995231879666E-07
243,365,1,1.380048836128,-1.0000002874654967E-06,-9.999995231879666E-07
247,371,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
251,377,1,-1.104922038237,-1.0000002874654967E-06,-9.999995231879666E-07
255,383,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
259,389,1,3.335333368005,-1.0000002874654967E-06,-9.999995231879666E-07
267,401,1,-4.567535178541,-1.000000287909586E-06,-9.999995231879666E-07
271,407,1,-3.141936989151,-1.0000002874654967E-06,-9.999995231879666E-07
279,419,1,-3.141936989151,-1.0000002874654967E-06,-9.999995231879666E-07
287,431,1,-3.141936989151,-1.0000002874654967E-06,-9.999995231879666E-07
291,437,1,2.805647025518,-1.0000002874654967E-06,-9.999995231879666E-07
295,443,1,-2.164294723212,-1.0000002874654967E-06,-9.999995231879666E-07
299,449,1,2.805647025518,-1.0000002874654967E-06,-9.999995231879666E-07
303,455,1,-3.141936989151,-1.0000002874654967E-06,-9.999995231879666E-07
319,479,1,-2.164294723212,-1.0000002874654967E-06,-9.999995231879666E-07
323,485,1,1.298318417092,-1.0000002874654967E-06,-9.999995231879666E-07
327,491,1,4.760931557395,-1.000000287909586E-06,-9.999995231879666E-07
331,497,1,-4.649265597577,-1.000000287909586E-06,-9.999995231879666E-07
335,503,1,-1.186652457273,-1.0000002874654967E-06,-9.999995231879666E-07
343,515,1,3.253602948969,-1.0000002874654967E-06,-9.999995231879666E-07
347,521,1,3.253602948969,-1.0000002874654967E-06,-9.999995231879666E-07
363,545,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
367,551,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
371,557,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
375,563,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
379,569,1,-2.246025142248,-1.0000002874654967E-06,-9.999995231879666E-07
383,575,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
427,641,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
435,653,1,-4.730996016613,-1.000000287909586E-06,-9.999995231879666E-07
439,659,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
443,665,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
447,671,1,2.481848111869,-1.0000002874654967E-06,-9.999995231879666E-07
451,677,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
459,689,1,3.171872529933,-1.0000002874654967E-06,-9.999995231879666E-07
463,695,1,3.171872529933,-1.0000002874654967E-06,-9.999995231879666E-07
471,707,1,3.171872529933,-1.0000002874654967E-06,-9.999995231879666E-07
475,713,1,-4.730996016613,-1.000000287909586E-06,-9.999995231879666E-07
479,719,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
499,749,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
503,755,1,-1.798069218797,-1.0000002874654967E-06,-9.999995231879666E-07
539,809,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
543,815,1,3.619828453384,-1.0000002874654967E-06,-9.999995231879666E-07
587,881,1,2.112499844958,-1.0000002874654967E-06,-9.999995231879666E-07
591,887,1,-2.857441903772,-1.0000002874654967E-06,-9.999995231879666E-07
595,893,1,-1.350113295346,-1.0000002874654967E-06,-9.999995231879666E-07
599,899,1,2.112499844958,-1.0000002874654967E-06,-9.999995231879666E-07
603,905,1,-1.879799637833,-1.0000002874654967E-06,-9.999995231879666E-07
615,923,1,-1.879799637833,-1.0000002874654967E-06,-9.999995231879666E-07
619,929,1,3.090142110897,-1.0000002874654967E-06,-9.999995231879666E-07
623,935,1,3.090142110897,-1.0000002874654967E-06,-9.999995231879666E-07
627,941,1,3.090142110897,-1.0000002874654967E-06,-9.999995231879666E-07
671,1007,1,1.870431350345,-1.0000002874654967E-06,-9.999995231879666E-07
679,1019,1,-2.409485980321,-1.0000002874654967E-06,-9.999995231879666E-07
691,1037,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
695,1043,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
699,1049,1,-2.409485980321,-1.0000002874654967E-06,-9.999995231879666E-07
703,1055,1,9.407074392476,-1.0000002870214075E-06,-9.999995231879666E-07
707,1061,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
711,1067,1,-2.409485980321,-1.0000002874654967E-06,-9.999995231879666E-07
731,1097,1,3.538098034348,-1.0000002874654967E-06,-9.999995231879666E-07
739,1109,1,-5.872099120624,-1.000000287909586E-06,-9.999995231879666E-07
751,1127,1,3.538098034348,-1.0000002874654967E-06,-9.999995231879666E-07
755,1133,1,-2.409485980321,-1.0000002874654967E-06,-9.999995231879666E-07
759,1139,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
767,1151,1,-1.144225866507,-1.0000002874654967E-06,-9.999995231879666E-07
779,1169,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
787,1181,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
791,1187,1,-1.431843714382,-1.0000002874654967E-06,-9.999995231879666E-07
803,1205,1,-5.872099120624,-1.000000287909586E-06,-9.999995231879666E-07
851,1277,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
855,1283,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
859,1289,1,3.986053957799,-1.0000002874654967E-06,-9.999995231879666E-07
871,1307,1,7.20659860349,-1.000000287909586E-06,-9.999995231879666E-07
879,1319,1,3.986053957799,-1.0000002874654967E-06,-9.999995231879666E-07
887,1331,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
907,1361,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
923,1385,1,-2.491216399357,-1.0000002874654967E-06,-9.999995231879666E-07
931,1397,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
943,1415,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
947,1421,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
959,1439,1,2.403240455329,-1.0000002874654967E-06,-9.999995231879666E-07
967,1451,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
971,1457,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
975,1463,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
983,1475,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
987,1481,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
1015,1523,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
1027,1541,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
